ID,site,ALS,P1,P2,P3,T1,T2,T3,GR1,GR2,GR3,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,CO2_1,CO2_2,CO2_3,pop1,pop2,pop3,GDP1,GDP2,GDP3,area1,area2,area3,light,income
326,2,8.54555375,780.5750275,904.8250275,726.8250122,10.53277731,10.61537981,10.22059178,0.459408717,0.442469447,0.455004849,14.3477,15.2643,16.39816,18.48024,10.03910726,10.21666725,10.23573039,11.0040924,10.97253557,10.9280343,21.17381529,21.1240528,20.72639827,2.506986988,2.439318976,2.22528338,15.71247273,4
327,2,1.943664938,766.1750183,895.9250183,729.0000305,10.20541,10.28044868,9.889103174,0.406242523,0.408031669,0.385813512,11.47595,12.72524,14.54464,14.18964,9.349277018,9.51423506,9.523677731,11.30161141,11.25699454,11.18599925,20.95025193,20.85719974,20.66465271,2.725494112,2.679442238,2.577177856,19.40188632,4
328,2,19.69977292,711.9499969,837.1500092,671.7750092,11.07568717,11.14482045,10.75531149,0.436763604,0.442423655,0.400323307,14.5437,15.50626,16.16926,18.4297,10.98562162,11.13697313,11.14824305,11.15181871,11.07659892,11.01131147,20.99264485,20.87468075,20.55997718,2.749949923,2.7122745,2.521839791,17.11943519,4
329,2,16.52545504,739.7250061,860.4500275,693.1499939,10.74838138,10.82668066,10.41889644,0.471007973,0.459875289,0.424646134,13.94635,15.19306,16.11258,17.81658,11.78723273,11.9464143,11.95260422,12.10340807,12.02536573,11.95656217,21.79798133,21.625668,21.37334637,3.625508159,3.571073077,3.454077005,16.4346102,4
330,2,58.37214332,862.5,1021.024994,832.9749908,10.86623454,10.92302275,10.47694325,0.470460341,0.458790788,0.377301826,15.60965,16.14696,17.06196,18.5917,12.61525195,12.95907868,13.0431758,11.64090202,11.69187936,11.69701603,21.4997115,21.45373112,21.24787272,3.309024809,3.283835162,3.192477189,19.07292601,4
331,2,46.5595048,730.0250244,830.2000122,573.3000107,15.26137567,15.00953174,14.60181832,0.342364691,0.358429858,0,14.78445,15.32686,15.87924,15.15612,10.96935706,11.40304251,11.41735435,11.14902219,11.19667065,11.23023077,20.98938977,20.94212955,20.76841467,3.176236225,3.130288055,3.064001515,42.14074118,4
332,2,17.922353,739.7250061,860.4500275,693.1499939,10.74838138,10.82668066,10.41889644,0.497750498,0.47362807,0.446100842,14.7097,15.96634,17.02458,18.62026,12.82683885,12.99604222,12.97776782,12.2054925,12.15793987,12.10276631,21.96710082,21.83328925,21.58096765,3.757656912,3.696545195,3.543924527,12.77401649,4
333,2,66.06820499,862.5,1021.024994,832.9749908,10.86623454,10.92302275,10.47694325,0.490978355,0.463291208,0.393753357,14.5496,15.03206,15.77662,17.4308,11.25909528,11.48880464,11.53559165,10.95776263,11.02579718,11.08045279,20.79972008,20.73626602,20.52135315,3.053535788,2.998565628,2.844571704,27.37891424,4
334,2,89.26444279,730.0250244,830.2000122,573.3000107,15.26137567,15.00953174,14.60181832,0.385298653,0.387784379,0,13.4953,13.80702,14.07882,13.70466,13.63767294,13.97803577,13.99981285,13.72090019,13.65246842,13.60705052,23.63998167,23.46926756,23.29555231,5.076618541,5.052307318,4.996788443,33.85055318,4
335,2,18.55410498,780.5750275,904.8250275,726.8250122,10.53277731,10.61537981,10.22059178,0.50256489,0.478938233,0.437667438,13.9947,15.40294,16.75782,18.1702,10.74498967,10.98924779,11.03322877,11.58472437,11.60507498,11.589309,21.40281227,21.32585735,21.07353584,3.294958252,3.243614064,3.110833205,13.77298418,4
336,2,3.131304514,788.8500214,920.4500275,749.3999939,10.23996997,10.32282305,9.935855389,0.49260369,0.472313803,0.464584131,13.10475,14.72018,16.37198,17.2325,10.33614552,10.43818449,10.42727506,11.52780766,11.39523762,11.30503046,21.35921236,21.06967365,20.82730465,3.089238904,2.988779716,2.774260664,16.2754795,4
